KIDEN	Numéro de la plaque	Type de rayonnement	Dose de rayonnement	Filtre de protection	Poids	Couleur	Ternissement	Craquelure	Epaississement	Rides	Total du score aspect	Sèchage	Taux de Chromo-A	Réplique à T4	Taux de Chromo-B	Taux de Chromo-C	Surface rigidité	Surface concavité	Surface diamétralité	Score surface total	Elasticité interne	Cohérence interne	Coloration interne	Gonflement interne	Score total interne	Total Surface+Interne	Périodes	Type de rayonnement	Type de rayonnement * dose	Groupes	Filtre * Dose	Type de rayonnement * Périodes	Dose de rayonnement * Périodes	Filtre de protection * Périodes	Type de rayonnement * dose * Périodes	Groupes * Périodes
 513	66.00	Rayon V100	Dose 1/2	Filtre A	29.00	3.00	1.00	1.00	3.00	1.00	9.00	7.70	1.15		0.04	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V100 * T3	D1/2 * T3	fA * T3	V1/2 * T3	V1/2A * T3
 514	7.00	Rayon V250	Dose 1/2	Filtre A																							Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T3	D1/2 * T3	fA * T3	V1/2 * T3	V1/2A * T3
 515	11.00	Rayon V250	Dose 1/2	Filtre A																							Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T3	D1/2 * T3	fA * T3	V1/2 * T3	V1/2A * T3
 516	28.00	Rayon V250	Dose 1/2	Filtre A	25.00	2.00	2.00	2.00	3.00	1.00	10.00	7.80	1.27		0.05	0.24	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T3	D1/2 * T3	fA * T3	V1/2 * T3	V1/2A * T3
 517	55.00	Rayon V250	Dose 1/2	Filtre A	25.00	2.00	2.00	3.00	3.00	1.00	11.00	8.90	1.14		0.04	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T3	D1/2 * T3	fA * T3	V1/2 * T3	V1/2A * T3
 518	71.00	Rayon V250	Dose 1/2	Filtre A	29.00	2.00	1.00	3.00	3.00	1.00	10.00	5.90	0.94		0.08	0.19	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T3	D1/2 * T3	fA * T3	V1/2 * T3	V1/2A * T3
 519	72.00	Rayon V250	Dose 1/2	Filtre A	32.00	2.00	1.00	1.00	3.00	2.00	9.00	4.60	1.02		0.04	0.24	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filA	Filtre A 1/2 Med	V250 * T3	D1/2 * T3	fA * T3	V1/2 * T3	V1/2A * T3
 520	16.00	Rayon V100	Dose 1/2	Filtre B	30.00	3.00	5.00	3.00	3.00	2.00	16.00	5.30	0.98		0.03	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 521	21.00	Rayon V100	Dose 1/2	Filtre B	31.00	3.00	4.00	1.00	5.00	2.00	15.00	3.80	1.32		0.03	0.27	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 522	31.00	Rayon V100	Dose 1/2	Filtre B	31.00	3.00	5.00	3.00	4.00	2.00	17.00	6.60	1.02		0.04	0.36	1.00	4.00	1.00	6.00	1.00	1.00	1.00	1.50	4.50	10.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 523	36.00	Rayon V100	Dose 1/2	Filtre B	28.00	2.00	5.00	3.00	3.00	2.00	15.00	8.10	1.41		0.03	0.21	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 524	42.00	Rayon V100	Dose 1/2	Filtre B	32.00	3.00	6.00	3.00	4.00	2.00	18.00	8.50	1.13		0.02	0.29	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 525	43.00	Rayon V100	Dose 1/2	Filtre B	30.00	1.00	7.00	4.00	2.00	3.00	17.00	10.70	0.87		0.04	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V100 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 526	6.00	Rayon V250	Dose 1/2	Filtre B	26.00	2.00	4.00	3.00	3.00	2.00	14.00	12.20	0.95		0.03	0.18	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 527	9.00	Rayon V250	Dose 1/2	Filtre B	31.00	2.00	6.00	3.00	3.00	3.00	17.00	7.10	1.02		0.03	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 528	15.00	Rayon V250	Dose 1/2	Filtre B	33.00	2.00	5.00	3.00	3.00	2.00	15.00	8.80	0.98		0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 529	27.00	Rayon V250	Dose 1/2	Filtre B	29.00	2.00	5.00	2.00	3.00	2.00	14.00	4.70	1.15		0.05	0.31	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 530	56.00	Rayon V250	Dose 1/2	Filtre B	32.00	3.00	5.00	2.00	3.00	2.00	15.00	4.50	1.16		0.03	0.30	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 531	69.00	Rayon V250	Dose 1/2	Filtre B	31.00	3.00	3.00	1.00	4.00	2.00	13.00	5.10	1.12		0.02	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filB	Filtre B 1/2 Med	V250 * T3	D1/2 * T3	fB * T3	V1/2 * T3	V1/2B * T3
 532	5.00	Rayon V100	Dose 1/2	Filtre C	30.00	3.00	2.00	1.00	3.00	2.00	11.00	6.70	1.48		0.03	0.20	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 533	20.00	Rayon V100	Dose 1/2	Filtre C	27.00	2.00	2.00	1.00	3.00	1.00	9.00	4.00	1.28		0.04	0.21	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 534	45.00	Rayon V100	Dose 1/2	Filtre C	30.00	2.00	1.00	1.00	2.00	1.00	7.00	8.30	1.05		0.06	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 535	50.00	Rayon V100	Dose 1/2	Filtre C	28.00	3.00	1.00	2.00	4.00	1.00	11.00	6.90	1.12		0.05	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 536	53.00	Rayon V100	Dose 1/2	Filtre C	30.00	2.00	2.00	2.00	3.00	1.00	10.00	5.50	1.12		0.03	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 537	58.00	Rayon V100	Dose 1/2	Filtre C	28.00	2.00	1.00	2.00	3.00	2.00	10.00	8.40	1.06		0.03	0.27	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V100 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 538	13.00	Rayon V250	Dose 1/2	Filtre C	33.00	2.00	1.00	1.00	3.00	1.00	8.00	7.00	1.03		0.03	0.17	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 539	24.00	Rayon V250	Dose 1/2	Filtre C	30.00	3.00	3.00	2.00	4.00	1.00	13.00	6.30	1.06		0.04	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 540	25.00	Rayon V250	Dose 1/2	Filtre C	34.00	2.00	5.00	4.00	3.00	2.00	16.00	9.20	0.96		0.04	0.22	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 541	34.00	Rayon V250	Dose 1/2	Filtre C	28.00	2.00	1.00	2.00	3.00	2.00	10.00	5.60	1.01		0.05	0.22	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 542	67.00	Rayon V250	Dose 1/2	Filtre C	28.00	2.00	1.00	3.00	3.00	1.00	10.00	5.60	1.25		0.02	0.22	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 543	70.00	Rayon V250	Dose 1/2	Filtre C	28.00	2.00	1.00	1.00	3.00	1.00	8.00	5.10	0.79		0.04	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 1/2	Rayon V. 1/2 filC	Filtre C 1/2 Med	V250 * T3	D1/2 * T3	fC * T3	V1/2 * T3	V1/2C * T3
 544	1.00	Rayon V100	Dose 2	Filtre A	31.00	2.00	1.00	2.00	3.00	1.00	9.00	4.80	0.90		0.04	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 545	2.00	Rayon V100	Dose 2	Filtre A	33.00	3.00	3.00	2.00	3.00	1.00	12.00	4.80	1.00		0.04	0.31	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 546	12.00	Rayon V100	Dose 2	Filtre A	28.00	3.00	4.00	2.00	3.00	2.00	14.00	10.20	1.30		0.02	0.18	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 547	14.00	Rayon V100	Dose 2	Filtre A	27.00	2.00	3.00	2.00	3.00	1.00	11.00	11.10	0.93		0.05	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 548	40.00	Rayon V100	Dose 2	Filtre A	31.00	2.00	2.00	2.00	2.00	1.00	9.00	4.20	0.92		0.04	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 549	62.00	Rayon V100	Dose 2	Filtre A	31.00	2.00	2.00	1.00	4.00	1.00	10.00	6.10	1.14		0.03	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V100 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 550	29.00	Rayon V250	Dose 2	Filtre A	25.00	3.00	3.00	4.00	4.00	2.00	16.00	9.40	0.96		0.06	0.32	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 551	35.00	Rayon V250	Dose 2	Filtre A	33.00	3.00	3.00	3.00	4.00	2.00	15.00	7.30	1.11		0.05	0.22	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 552	46.00	Rayon V250	Dose 2	Filtre A	33.00	2.00	1.00	3.00	2.00	1.00	9.00	6.60	1.29		0.06	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 553	47.00	Rayon V250	Dose 2	Filtre A	28.00	3.00	5.00	2.00	4.00	2.00	16.00	16.00	1.65		0.02	0.20	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 554	48.00	Rayon V250	Dose 2	Filtre A	29.00	2.00	3.00	3.00	3.00	1.00	12.00	9.80	1.03		0.04	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 555	64.00	Rayon V250	Dose 2	Filtre A	31.00	3.00	5.00	2.00	4.00	1.00	15.00	4.80	0.99		0.03	0.23	1.00	4.00	1.00	6.00	6.00	1.00	1.00	1.50	9.50	15.50	Temps T3	Rayon V	Rayon V 2	Rayon V. 2   filA	Filtre A 2 Med	V250 * T3	D2 * T3	fA * T3	V2 * T3	V2A * T3
 556	105.00	Rayon W80	Dose 1/2	Non protégé	28.00	2.00	2.00	2.00	3.00	2.00	11.00	5.60	1.05		0.02	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 557	110.00	Rayon W80	Dose 1/2	Non protégé	28.00	2.00	1.00	1.00	3.00	1.00	8.00	6.50	1.01		0.03	0.21	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 558	123.00	Rayon W80	Dose 1/2	Non protégé	26.00	2.00	1.00	1.00	2.00	1.00	7.00	8.10	1.00		0.04	0.31	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 559	126.00	Rayon W80	Dose 1/2	Non protégé	27.00	3.00	2.00	1.00	3.00	2.00	11.00	7.80	1.30		0.01	0.14	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 560	129.00	Rayon W80	Dose 1/2	Non protégé	31.00	3.00	2.00	1.00	4.00	2.00	12.00	7.70	1.30		0.02	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 561	130.00	Rayon W80	Dose 1/2	Non protégé	29.00	3.00	2.00	1.00	4.00	2.00	12.00	12.00	1.20		0.02	0.22	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 562	131.00	Rayon W80	Dose 1/2	Non protégé	26.00	3.00	2.00	2.00	4.00	2.00	13.00	5.40	1.30		0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 563	132.00	Rayon W80	Dose 1/2	Non protégé	26.00	2.00	1.00	1.00	3.00	1.00	8.00	5.60	0.97		0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 564	133.00	Rayon W80	Dose 1/2	Non protégé	27.00	2.00	1.00	1.00	3.00	1.00	8.00	5.30	0.99		0.03	0.19	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 565	136.00	Rayon W80	Dose 1/2	Non protégé	26.00	3.00	2.00	1.00	3.00	2.00	11.00	7.30	1.10		0.01	0.14	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 566	139.00	Rayon W80	Dose 1/2	Non protégé	30.00	3.00	3.00	2.00	4.00	2.00	14.00	7.00	1.11		0.03	0.30	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 567	140.00	Rayon W80	Dose 1/2	Non protégé																							Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 568	148.00	Rayon W80	Dose 1/2	Non protégé	30.00	2.00	1.00	1.00	2.00	1.00	7.00	7.60	0.98		0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 569	161.00	Rayon W80	Dose 1/2	Non protégé	26.00	3.00	2.00	1.00	3.00	2.00	11.00	6.20	0.91		0.02	0.20	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 570	169.00	Rayon W80	Dose 1/2	Non protégé	33.00	3.00	2.00	1.00	4.00	2.00	12.00	9.10	1.36		0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 571	174.00	Rayon W80	Dose 1/2	Non protégé	30.00	3.00	2.00	1.00	4.00	2.00	12.00	5.70	1.41		0.02	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	W. 1/2 non protégé	Non traité 1/2 Med	W80 * T3	D1/2 * T3	Non  * T3	W1/2 * T3	W1/2np * T3
 572	111.00	Rayon W80	Dose 1/2	Filtre A	31.00	2.00	1.00	2.00	3.00	1.00	9.00	4.60	1.03		0.04	0.36	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 573	113.00	Rayon W80	Dose 1/2	Filtre A	27.00	2.00	4.00	3.00	3.00	2.00	14.00	6.80	1.14		0.09	0.38	1.00	3.00	1.00	5.00	1.00	1.00	1.00	1.50	4.50	9.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 574	124.00	Rayon W80	Dose 1/2	Filtre A	29.00	2.00	3.00	3.00	3.00	1.00	12.00	6.80	1.10		0.02	0.29	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 575	125.00	Rayon W80	Dose 1/2	Filtre A	29.00	3.00	1.00	1.00	3.00	1.00	9.00	7.50	1.00		0.06	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 576	128.00	Rayon W80	Dose 1/2	Filtre A	30.00	3.00	2.00	1.00	3.00	1.00	10.00	5.60	0.99		0.05	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 577	137.00	Rayon W80	Dose 1/2	Filtre A	26.00	3.00	3.00	2.00	4.00	2.00	14.00	7.00	1.03		0.03	0.25	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 578	145.00	Rayon W80	Dose 1/2	Filtre A	30.00	2.00	1.00	1.00	3.00	1.00	8.00	4.80	0.85		0.03	0.33	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 579	146.00	Rayon W80	Dose 1/2	Filtre A	28.00	3.00	2.00	1.00	4.00	2.00	12.00	4.60	1.22		0.02	0.25	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 580	151.00	Rayon W80	Dose 1/2	Filtre A																							Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 581	152.00	Rayon W80	Dose 1/2	Filtre A	26.00	3.00	2.00	1.00	4.00	2.00	12.00	3.70	1.13		0.04	0.33	1.00	2.00	1.00	4.00	1.00	1.00	1.00	1.50	4.50	8.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
 582	153.00	Rayon W80	Dose 1/2	Filtre A	32.00	2.00	1.00	1.00	3.00	1.00	8.00	5.10	0.91		0.05	0.36	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.50	4.50	7.50	Temps T3	Rayon W	Rayon W 1/2	Rayon W. 1/2  filA	Filtre A 1/2 Med	W80 * T3	D1/2 * T3	fA * T3	W1/2 * T3	W1/2A * T3
